gene,TCGA.A4.7287,TCGA.A4.7583,TCGA.A4.7584,TCGA.A4.7734,TCGA.A4.7828,TCGA.A4.7915,TCGA.A4.7996,TCGA.A4.7997,TCGA.A4.8098,TCGA.A4.8311,TCGA.A4.8312,TCGA.A4.8515,TCGA.A4.8517,TCGA.A4.8518,TCGA.A4.8630,TCGA.A4.A48D,TCGA.A4.A4ZT,TCGA.A4.A5DU,TCGA.A4.A5XZ,TCGA.A4.A5Y0,TCGA.A4.A6HP,TCGA.A4.A772,TCGA.AL.3468,TCGA.AL.3471,TCGA.AL.3473,TCGA.AT.A5NU,TCGA.B1.7332,TCGA.B1.A47N,TCGA.B1.A47O,TCGA.B1.A654,TCGA.B1.A655,TCGA.B1.A656,TCGA.B1.A657,TCGA.B3.3926,TCGA.B3.4103,TCGA.B3.4104,TCGA.B3.8121,TCGA.B3.A6W5,TCGA.B9.4113,TCGA.B9.4115,TCGA.B9.7268,TCGA.B9.A5W7,TCGA.B9.A5W8,TCGA.B9.A5W9,TCGA.BQ.5876,TCGA.BQ.5881,TCGA.BQ.5883,TCGA.BQ.5884,TCGA.BQ.5888,TCGA.BQ.5892,TCGA.BQ.7045,TCGA.BQ.7046,TCGA.BQ.7049,TCGA.BQ.7050,TCGA.BQ.7051,TCGA.BQ.7055,TCGA.BQ.7059,TCGA.BQ.7060,TCGA.BQ.7061,TCGA.BQ.7062,TCGA.DW.5560,TCGA.DW.5561,TCGA.DW.7834,TCGA.DW.7836,TCGA.DW.7837,TCGA.DW.7838,TCGA.DW.7839,TCGA.DW.7840,TCGA.DW.7841,TCGA.DW.7842,TCGA.DW.7963,TCGA.DZ.6132,TCGA.DZ.6133,TCGA.DZ.6134,TCGA.DZ.6135,TCGA.EV.5901,TCGA.EV.5902,TCGA.EV.5903,TCGA.F9.A7VF,TCGA.G7.6790,TCGA.G7.6792,TCGA.G7.6795,TCGA.G7.6796,TCGA.G7.7502,TCGA.G7.A4TM,TCGA.GL.7773,TCGA.GL.8500,TCGA.GL.A4EM,TCGA.GL.A59T,TCGA.HE.7128,TCGA.HE.7129,TCGA.HE.A5NF,TCGA.HE.A5NH,TCGA.HE.A5NI,TCGA.HE.A5NL,TCGA.IA.A40X,TCGA.IA.A83V,TCGA.IA.A83W,TCGA.IZ.8195,TCGA.IZ.8196,TCGA.IZ.A6M8,TCGA.IZ.A6M9,TCGA.J7.6720,TCGA.KV.A6GD,TCGA.KV.A6GE,TCGA.KV.A74V,TCGA.MH.A55W,TCGA.MH.A55Z,TCGA.MH.A560,TCGA.MH.A561,TCGA.MH.A562,TCGA.MH.A854,TCGA.MH.A855,TCGA.MH.A856,TCGA.MH.A857,TCGA.O9.A75Z,TCGA.P4.A5E7,TCGA.P4.A5EB,TCGA.P4.A5ED,TCGA.PJ.A5Z8,TCGA.PJ.A5Z9,TCGA.SX.A71R,TCGA.SX.A71S,TCGA.SX.A71U,TCGA.SX.A71V,TCGA.SX.A71W,TCGA.SX.A7SL,TCGA.SX.A7SN,TCGA.SX.A7SO,TCGA.SX.A7SP,TCGA.V9.A7HT,TCGA.Y8.A898
SLC17A3,0.592,14.268,6.66,6.909,1.607,11.312,10.279,12.4,13.92,8.285,3.57,13.152,8.976,14.584,9.886,12.235,12.46,8.951,10.854,9.745,8.276,10.903,10.13,10.486,13.771,9.448,7.628,7.132,13.145,6.729,12.808,11.71,8.075,10.251,10.465,0.701,13.17,12.674,6.957,9.12,7.158,9.87,12.798,11.453,9.437,10.66,0.966,9.326,8.221,14.339,7.926,7.851,7.563,10.202,10.566,1.1,9.051,7.474,13.477,9.057,8.146,8.443,7.293,5.967,8.545,11.74,3.858,9.665,8.812,5.004,9.385,9.268,8.818,10.725,8.901,5.507,8.747,7.66,8.815,14.179,9.646,9.94,13.179,6.483,9.09,9.504,11.35,12.347,14.41,9.495,13.163,12.169,8.406,10.63,10.052,6.168,9.402,9.571,5.983,8.177,10.537,8.999,8.245,9.06,9.173,9.482,10.625,8.95,13.904,6.947,8.159,11.449,8.784,9.437,1.661,6.078,13.148,15.554,0,10.779,9.841,9.957,3.667,13.634,15.206,13.174,12.524,10.447,9.231,13.71,13.734,12.368
SLC22A11,2.824,8.997,10.34,7.861,2.196,3.366,11.225,10.121,10.691,9.051,3.969,11.868,10.147,13.453,11.019,14.169,10.264,9.657,11.794,12.111,11.018,10.191,10.315,12.04,8.902,9.23,10.886,10.402,10.401,9.945,9.757,10.636,9.187,6.056,10.292,1.809,9.118,11.02,9.258,10.233,10.49,10.667,7.962,9.857,8.817,12.923,2.168,9.419,4.026,11.43,8.161,8.409,7.577,11.316,12.219,3.422,8.389,9.825,11.645,10.258,8.899,9.934,10.117,9.118,10.717,10.885,7.842,10.574,10.133,8.833,9.979,7.529,11.706,9.431,10.182,6.553,8.687,7.608,10.245,11.608,8.174,10.856,10.73,10.032,9.779,7.509,11.069,10.985,11.106,9.774,9.773,10.975,10.49,11.051,10.257,12.689,10.605,8.837,11.098,9.432,10.274,6.92,10.377,11.071,11.315,12.186,10.115,11.061,7.922,9.668,10.914,9.418,10.639,8.001,0.899,8.066,6.646,13.51,4.906,7.164,10.55,11.196,8.736,10.725,11.216,10.204,9.598,8.942,11.804,10.528,9.903,10.78
SLC22A12,0,6.158,7.801,5.513,0.596,0.829,8.742,5.656,8.016,5.938,6.467,9.924,7.761,14.625,9,15.263,9.747,9.03,11.04,9.952,10.332,9.327,9.054,11.338,3.715,5.785,9.59,9.142,7.394,9.293,6.315,8.349,5.806,3.687,7.843,0,6.224,10.762,8.19,8.897,8.996,10.5,4.358,6.781,2.187,12.124,1.183,7.369,3.529,9.454,4.531,6.376,1.553,10.392,10.643,2.323,6.207,6.884,10.238,10.093,6.544,9.534,7.973,6.498,10.435,8.069,4.901,11.527,10.07,6.728,8.226,4.822,10.874,7.443,7.961,3.444,4.748,3.703,9.111,9.326,4.652,11.596,11.31,6.262,9.622,2.741,7.894,8.94,8.991,7.674,6.778,8.768,7.417,10.904,8.656,11.478,8.741,7.205,9.315,6.257,8.289,3.985,9.36,9.728,10.521,12.702,9.54,11.599,3.005,8.054,10.982,6.736,9.679,5.149,0.899,6.211,2.442,15.629,2.426,5.121,10.568,8.835,7.265,10.073,8.476,7.564,6.06,6.36,10.282,8.472,9.77,8.959
SLC22A2,1.598,13.592,12.409,10.127,1.607,5.054,5.174,12.214,10.534,11.752,6.482,13.789,11.678,13.811,12.729,12.911,12.846,12.171,13.31,12.377,10.914,12.055,12.308,11.783,12.615,10.554,13.2,10.919,12.62,11.028,13.847,12.17,12.377,12.372,12.777,2.428,12.393,12.8,11.592,12.272,11.739,12.887,12.303,10.604,13.209,12.778,8.929,11.467,3.067,14.608,11.693,13.043,8.763,11.652,13.546,6.133,11.946,12.904,13.425,11.122,9.788,12.931,11.772,10.538,13.053,12.14,2.864,11.938,12.103,10.603,12.702,10.982,13.508,12.708,12.351,11.35,1.69,11.37,11.71,13.858,12.19,11.275,13.326,11.208,11.427,9.603,12.842,12.331,12.533,11.774,12.925,13.289,11.857,11.979,12.217,12.557,11.963,11.647,5.562,10.965,11.69,10.04,12.568,11.889,12.24,13.333,11.764,12.456,12.858,10.98,11.568,10.589,12.004,10.8,11.678,10.443,11.917,13.695,6.929,12.614,12.014,11.08,10.289,12.611,13.172,11.751,10.881,11.525,11.767,11.646,12.49,11.587
SLC22A6,0,0,0.903,2.386,0,0.829,5.595,4.991,0.991,3.354,6.295,4.6,9.17,14.993,0,13.078,0.674,0.68,7.614,10.629,0,5.758,3.865,2.701,7.88,4.293,0.943,1.57,1.661,0,9.805,13.661,1.638,0,7.158,0.701,1.9,1.505,0.459,0,1.184,1.045,8.856,1.855,11.554,13.411,0.398,13.864,3.771,10.577,2.168,10.161,2.394,13.003,7.46,1.441,7.405,7.897,13.839,7.77,3.787,1.805,4.109,1.132,3.578,1.796,0,4.841,0.82,0,8.976,0,2.076,9.647,5.517,0.319,0.638,3.075,2.563,6.872,0.456,0.62,8.953,0,0.828,0,1.166,10.479,0.61,7.254,0.984,6.104,0,2.12,3.357,7.54,7.043,0.699,1.474,0.929,6.458,0,0.886,8.12,1.685,0.504,0,2.559,11.05,0.503,0,4.083,4.39,0,0,0,0,13.786,1.672,6.723,0,4.48,0.462,2.015,1.491,1.444,0.712,2.06,12.46,9.037,7.77,4.783
SLC22A7,0,2.713,8.09,2.149,0,0.829,7.546,9.098,3.938,3.708,3.68,11.003,9.538,12.648,4.174,9.778,4.916,7.117,11.412,6.641,7.732,9.277,8.915,8.493,8.776,4.165,7.155,7.285,1.287,0.595,5.574,2.989,3.774,3.084,7.97,0,6.681,10.122,5.903,2.688,6.898,8.573,5.041,3.092,3.615,9.585,2.527,0.762,1.039,11.228,2.168,3.18,0,1.462,6.881,0,6.099,9.565,5.024,8.737,3.921,4.989,5.049,4.144,10.126,4.731,0,9.518,7.614,1.327,9.231,0.398,11.445,9.407,7.283,0,1.69,1.642,3.435,11.72,0.456,7.061,8.487,7.382,6.903,0,5.13,2.648,7.91,8.582,7.504,1.837,3.16,10.247,7.532,4.557,3.551,4.798,2.911,1.236,5.848,0.992,4.553,9.704,10.507,12.313,6.581,9.227,5.932,1.172,8.392,4.9,2.09,0,1.661,0,0,8.51,0.629,4.393,7.206,7.318,0.462,7.026,7.101,7.262,3.487,4.229,1.212,8.496,8.714,6.531
SLC26A9,4.148,6.833,0.521,0.842,2.936,3.254,6.383,6.411,7.446,3.991,2.632,8.7,4.792,7.67,5.739,4.772,6.979,7.117,9.045,3.972,5.36,6.953,8.502,3.346,8.663,5.326,4.995,2.645,4.499,2.483,8.571,6.053,7.097,3.531,6.896,4.211,6.235,6.599,3.965,2.688,4.372,6.559,7.251,0.408,8.411,7.605,0,2.716,5.803,7.166,4.796,5.958,3.517,8.443,5.771,2.62,4.901,8.052,6.038,5.735,4.658,2.769,2.4,2.194,7.551,3.649,0,6.015,6.716,0,6.731,4.155,8.409,7.074,4.727,0.8,7.835,1.469,7.462,9.108,1.08,6.568,8.267,5.28,1.734,1.672,7.063,4.281,5.18,4.585,4.197,7.047,0.843,6.423,6.162,4.163,4.001,1.521,5.238,1.892,5.783,2.446,6.695,6.298,8.351,9.648,7.4,5.594,5.298,1.627,6.074,3.632,9.346,2.67,2.525,1.787,4.288,8.022,3.704,2.566,6.473,3.618,1.707,2.718,8.406,1.616,6.301,4.755,7.711,6.795,5.456,5.446
SLC2A2,0.592,8.764,5.545,3.746,0,2.287,8.93,9.333,3.842,7.403,2.258,11.105,8.601,9.529,7.072,9.207,10.279,8.776,10.307,5.76,7.467,7.862,9.765,7.445,10.684,4.99,9.168,2.789,9.181,2.192,10.365,11.249,10.128,9.16,10.244,0,9.038,9.742,5.866,6.88,5.606,9.507,8.28,5.019,13.556,9.46,2.062,12.239,4.242,11.31,5.641,9.04,2.284,8.428,10.402,1.1,8.558,6.932,10.895,6.016,2.127,7.529,5.698,2.879,10.653,9.423,3.093,6.816,8.389,1.491,8.519,2.938,10.742,9.495,7.589,1.574,4.469,5.476,6.493,10.878,7.41,7.502,7.909,6.224,4.911,2.022,6.553,7.44,8.964,8.2,8.636,10.868,7.718,9.825,8.897,7.518,7.77,7.917,2.188,3.392,6.743,4.685,7.6,10.23,9.619,10.406,9.392,7.731,8.304,2.775,7.286,5.227,5.966,2.67,1.846,1.787,2.897,10.3,0,7.64,8.363,7.924,0.811,7.66,9.432,6.774,5.821,7.64,9.562,8.315,9.07,7.797
SLC30A2,8.146,7.94,7.132,3.465,1.017,1.352,3.844,2.362,4.738,1.941,10.345,4.75,8.093,10.429,4.893,8.928,3.313,6.146,7.24,8.13,7.215,7.638,7.773,5.76,5.475,4.636,3.066,5.632,2.758,3.67,8.904,8.197,7.37,2.31,6.918,3.616,2.692,6.381,5.828,3.487,6.249,9.39,3.612,7.546,1.752,8.77,9.915,9.681,3.929,5.626,6.049,6.652,4.527,7.691,2.874,4.968,5.237,9.098,8.844,8.167,2.127,5.044,6.967,3.972,9.233,5.121,1.361,7.941,7.701,2.875,8.66,0.398,7.528,8.084,5.756,3.27,6.1,2.948,5.306,7.808,4.053,7.996,6.534,3.432,7.671,3,10.813,6.16,3.653,8.814,3.584,6.626,1.758,7.123,7.784,9.02,4.702,5.52,9.008,0.929,6.709,5.642,5.211,6.252,8.156,9.576,3.997,6.875,10.242,2.941,6.256,6.919,10.119,2.981,11.262,3.433,3.36,8.205,0,3.439,6.784,5.827,2.562,6.847,7.101,4.214,7.588,5.995,7.482,5.897,5.631,5.812
SLC34A1,1.334,2.54,3.143,1.639,0,3.569,4.536,4.217,4.684,0.774,5.728,3.043,6.565,6.924,2.68,8.703,2.799,6.121,4.274,4.018,3.555,6.117,4.458,5.2,7.61,0.967,3.417,2.645,2.595,2.345,6.224,7.015,3.736,0.526,5.398,0.701,1.672,3.349,1.7,2.44,4.54,3.958,6.12,2.785,10.036,8.734,0.398,5.9,4.774,8.209,2.77,6.795,0.472,6.506,8.193,1.441,8.799,5.16,7.833,4.703,5,2.366,1.439,2.527,3.578,4.775,0.394,5.615,3.597,0.681,7.153,1.538,3.474,5.664,7.256,1.449,3.815,2.29,5.52,7.281,1.848,4.906,6.053,1.565,2.499,0.907,2.579,6.16,3.824,5.079,1.152,3.701,5.481,5.154,4.011,10.69,4.534,2.245,5.096,0,3.538,2.893,2.268,7.223,3.744,8.144,3.084,3.431,6.569,2.484,4.301,1.333,7.845,2.485,3.062,0.861,1.144,6.828,2.693,2.304,4.394,4.308,1.707,3.973,5.32,1.77,3.312,2.264,10.134,7.469,4.41,3.43
SLC34A2,4.511,14.165,11.885,14.236,11.636,4.145,12.597,14.679,11.062,14.071,5.009,13.928,12.711,10.253,13.887,13.299,14.517,13.148,13.296,8.539,12.658,13.96,13.651,12.27,10.947,12.931,13.757,12.617,14.524,12.437,7.567,5.82,13.71,13.589,12.942,2.86,13.848,13.699,13.904,14.486,13.435,14.102,14.475,10.116,13.53,12.171,5.604,2.907,15.769,10.045,16.113,11.158,15.926,9.063,13.285,7.316,14.44,10.76,6.119,13.695,9.024,12.791,13.757,13.494,14.289,15.393,14.194,14.818,13.388,14.298,13.684,14.139,12.718,13.935,14.994,15.144,12.844,15.161,13.371,10.862,15.788,14.618,13.62,13.269,14.116,15.465,13.932,9.548,14.621,13.601,13.94,13.798,14.423,13.692,13.471,8.78,13.868,15.035,4.32,14.718,12.274,12.842,14.194,13.582,12.858,11.315,13.86,13.905,8.951,13.76,12.739,13.498,13.718,14.055,3.062,14.494,15.809,11.074,15.139,9.31,13.211,13.569,12.522,13.178,13.144,13.642,13.531,14.237,5.623,12.787,14.29,13.738
SLC38A4,7.941,6.503,4.536,1.865,1.342,4.912,1.804,5.907,2.892,2.185,6.07,3.679,4.691,10.424,3.753,2.101,8.437,3.236,5.669,5.573,3.292,6.479,8.169,3.21,4.715,2.404,4.995,2.92,0,0,6.738,9.931,4.513,4.316,2.947,8.766,3.201,6.572,3.021,2.246,2.063,4.768,4.933,1.718,0.671,5.678,9.141,9.367,1.039,7.441,3.366,5.135,1.349,7.769,2.058,1.441,7.092,2.027,6.555,5.238,3.639,6.236,2.513,2.194,5.786,4.023,1.174,5.21,4.218,1.894,7.554,1.823,3.443,6.813,4.5,2.308,3.267,4.11,0.767,8.217,5.944,3.679,5.194,3.195,3.365,2.022,4.948,3.258,4.114,7.024,3.462,7.587,2.527,2.45,7.185,3.311,1.653,5.332,1.987,1.705,1.595,2.157,2.794,5.479,5.383,4.426,4.911,4.872,7.023,0.503,3.773,5.256,3.68,2.023,9.726,2.457,6.128,7.353,0.629,5.161,3.659,1.81,0.811,4.747,6.646,1.908,3.567,4.128,7.581,5.34,4.619,2.558
SLC39A5,2.015,9.889,10.932,5.961,1.607,1.352,10.475,10.371,10.233,8.844,5.279,11.864,11.148,13.162,9.665,11.573,9.629,11.051,12.044,11.24,12.061,12.29,11.611,10.575,10.988,7.928,10.66,11.917,6.973,9.556,7.948,10.363,10.538,4.866,10.364,1.809,8.172,12.032,9.635,10.151,11.181,11.363,10.699,8.33,9.407,11.542,1.688,4.482,5.183,12.325,6.325,10.642,0.827,9.2,11.966,0.652,10.266,11.148,10.16,11.142,8.984,11.079,9.643,9.648,11.78,9.627,2.155,11.541,12.058,8.29,11.8,7.482,12.29,11.022,9.803,5.908,10.143,6.587,10.31,11.92,6.184,10.847,10.816,10.044,11.214,0.523,9.477,9.723,10.965,11.483,10.27,9.414,8.964,12,11.373,11.176,9.441,9.395,10.45,7.08,11.072,6.241,10.523,11.163,12.829,13.804,10.035,11.946,11.161,8.667,12.476,8.132,10.65,5.405,1.846,7.703,2.642,11.456,2.81,7.994,10.976,10.213,8.386,10.934,10.431,10.672,9.629,8.507,10.039,9.465,10.725,10.016
SLC44A4,10.171,12.296,12.286,12.385,10.534,12.793,12,12.976,7.323,12.305,11.449,13.214,11.96,12.313,12.208,12.558,12.157,13.072,12.551,11.298,12.982,13.456,12.375,11.714,11.449,12.092,13.205,12.853,11.445,13.043,2.993,3.236,11.748,4.495,12.826,11.316,10.656,11.849,11.682,12.837,13.405,13.579,11.456,11.624,4.849,12.371,10.532,4.57,9.89,12.555,12.65,12.353,11.632,7.259,13.633,5.971,12.673,12.498,5.013,13.025,12.283,14.168,12.568,12.662,13.321,12.381,9.878,12.823,13.582,12.981,12.243,10.69,13.174,12.159,13.856,12.524,11.749,12.41,12.531,13.337,13.244,12.972,11.334,11.879,13.233,10.778,12.524,9.638,11.718,12.111,12.495,10.317,12.326,12.761,12.789,11.624,11.951,12.821,5.795,12.759,12.207,12.299,13.347,11.73,13.215,13.283,11.976,13.268,10.962,13.495,13.28,12.499,10.692,12.046,2.525,12.309,11.292,12.838,9.594,6.951,12.992,12.896,12.084,13.029,12,12.364,12.24,12.615,5.975,11.636,11.81,12.394
SLC44A5,7.543,0.455,0.521,10.717,3.675,8.351,1.894,9.828,6.401,0,4.78,0,0.554,0,6.557,0,1.479,7.299,8.789,4.062,1.563,7.313,1.511,7.562,9.035,6.016,4.769,1.57,6.009,7.132,0,7.401,0,6.417,0,8.571,7.312,0,1.523,7.367,0,0.438,0.67,1.855,7.832,0.78,0.398,1.514,6.971,1.481,0,7.582,8.268,5.156,0.481,0.652,7.28,7.041,8.077,1.397,6.231,8.446,6.833,8.033,0.629,1.406,10.564,2.372,1.103,7.034,7.185,4.302,0,0.836,7.856,7.467,0.875,4.25,6.364,8.232,8.306,2.787,3.197,7.879,6.252,9.993,0.501,2.102,2.381,6.533,8.606,6.32,1.758,7.601,8.368,7.41,0.778,3.536,5.216,8.559,0,2.157,1.184,7.527,0.529,0.504,0,7.373,0,7.549,0.681,7.007,7.49,9.958,0.518,7.102,2.331,6.88,7.533,5.448,2.625,0.702,7.536,8.009,0.539,1.023,0,6.447,7.895,1.473,7.435,6.781
SLC47A1,3.187,10.031,13.274,12.048,3.938,3.254,11.857,11.065,12.392,8.789,8.716,12.057,12.7,14.335,12.548,13.372,11.524,11.998,13.527,13.593,10.527,11.342,12.601,12.243,13.303,9.247,13.352,10.213,10.45,11.472,13.217,13.382,12.306,6.899,12.823,2.979,10.579,10.627,10.468,10.52,10.073,12.804,12.447,12.194,14.21,13.512,9.603,13.149,5.244,14.067,11.086,13.726,8.637,12.434,13.738,6.675,12.692,14.104,13.49,11.177,8.937,12.092,11.543,8.897,11.532,12.662,9.666,10.76,11.442,11.004,13.172,10.177,12.862,11.395,12.611,10.211,10.16,6.794,9.347,14.54,10.928,13.353,11.766,12.452,11.339,7.914,10.647,14.239,11.214,12.303,10.969,13.07,12.046,12.083,11.429,12.709,12.74,11.406,12.97,10.28,12.938,10.73,12.272,12.836,12.955,15.061,7.939,11.692,14.031,12.471,11.44,9.536,11.369,7.554,10.819,10.706,6.758,13.118,6.267,10.084,12.581,11.947,12.056,12.053,11.408,9.913,10.474,9.404,12.968,12.231,11.037,12.467
SLC47A2,1.01,6.555,7.508,4.647,0.596,1.352,8.511,8.471,11.784,2.395,4.209,6.919,9.499,14.232,6.608,12.71,6.916,7.813,11.131,12.548,6.262,6.035,10.082,6.006,6.205,4.293,7.241,5.214,6.721,5.598,10.658,12.165,7.029,2.546,9.372,1.525,4.738,4.995,3.021,5.467,4.559,9.743,10.682,6.985,8.995,14.044,5.048,10.79,2.973,8.389,4.012,8.439,4.981,5.57,14.463,3.343,10.257,10.084,8.322,7.667,5.275,6.997,5.548,3.223,10.865,10.106,4.215,6.462,8.132,2.875,11.966,5.141,8.258,11.688,8.045,3.073,2.941,2.39,5.254,10.496,7.959,8.673,13.31,6.988,5.461,2.741,5.306,13.64,8.221,7.498,3.724,10.322,6.945,9.848,9.516,8.73,11.391,5.036,8.889,2.578,12.98,6.341,5.966,10.738,9.3,12.998,3.343,9.565,10.64,7.523,7.605,6.018,13.252,4.029,2.525,3.131,3.619,13.959,0,6.148,11.147,8.866,5.73,8.062,8.408,5.904,5.068,4.496,3.953,11.295,7.89,9.539
SLC5A10,0.667,10.354,6.097,6.745,2.063,0.829,7.505,8.004,10.628,3.354,3.689,8.246,9.084,8.717,6.555,12.619,7.98,6.549,11.407,8.587,7.761,9.289,6.885,7.637,10.79,5.134,11.861,5.162,6.351,5.613,10.137,12.35,4.678,8.461,5.374,0,3.576,9.579,7.058,4.695,7.064,6.598,9.906,5.223,10.152,8.611,1.444,9.762,6.783,12.518,3.787,7.788,4.93,8.66,8.983,2.59,9.81,6.424,10.995,6.777,5.62,7.186,6.844,6.195,8.431,8.14,6.15,9.218,6.856,4.939,8.403,3.559,8.217,9.483,8.31,7.363,5.454,6.424,4.519,10.486,7.479,6.655,8.647,7.282,5.838,4.96,10.541,10.842,9.887,9.858,4.19,9.693,7.766,8.567,8.969,6.974,10.338,9.754,5.748,4.416,6.092,5.507,4.799,9.98,7.289,9.028,7.178,7.335,12.558,7.299,6.626,8.431,6.519,6.828,2.043,6.171,6.672,12.132,1.901,8.767,7.428,7.072,4.89,9.131,9.988,5.272,3.312,5.657,10.975,9.022,7.028,7.93
SLC5A12,2.601,4.538,5.09,2.061,2.196,1.114,4.132,7.535,6.24,2.395,5.314,4.53,7.398,10.717,2.479,8.436,2.194,3.949,5.988,4.018,3.67,6.592,6.253,4.966,11.415,0.309,5.056,6.27,2.202,1.014,12.989,11.235,3.698,3.956,4.461,4.35,1.4,2.858,2.882,3.349,2.816,4.71,6.988,6.355,8.968,4.297,1.372,7.812,3.067,13.812,2.997,4.249,3.973,3.527,1.369,2.866,6.939,6.164,11.189,6.729,4.102,6.179,4.429,2.062,8.629,3.332,5.308,6.328,7.619,5.218,8.278,0.965,3.101,8.707,7.636,1.574,1.809,3.537,3.339,8.634,3.255,5.92,9.373,4.34,5.342,2.426,3.216,9.79,2.056,7.793,2.727,3.26,3.396,5.06,5.215,4.867,3.26,2.855,1.128,1.705,3.101,0.58,5.338,5.934,9.285,11.58,3.219,5.247,6.681,1.972,6.581,4.746,1.784,5.269,0,4.887,2.079,7.648,3.285,5.263,1.555,4.837,2.815,4.341,1.894,3.667,2.61,2.264,11.547,6.928,7.795,2.167
SLC5A1,0,7.882,7.98,8.337,1.607,0.473,7.917,7.875,3.155,6.051,2.632,11.023,8.191,4.066,6.23,3.607,9.288,10.468,10.263,3.876,10.119,10.427,10.153,8.219,8.947,7.562,9.961,7.43,4.135,7.766,3.516,7.749,7.992,8.469,7.344,1.525,8.827,11.01,8.475,8.773,7.125,10.652,3.386,3.783,4.48,7.337,4.84,9.543,0,12.449,7.644,6.432,2.994,3.683,7.136,5.564,4.265,4.211,7.622,8.472,7.234,10.216,9.693,7.447,10.267,7.737,5.739,9.015,10.647,6.792,6.475,3.992,11.872,9.296,3.324,6.67,8.893,7.916,6.672,11.708,6.709,9.065,6.858,9.151,5.355,2.304,8.067,0,9.386,8.912,7.982,5.991,6.991,9.576,9.174,3.617,7.364,9.086,1.128,8.757,1.008,6.642,9.278,8.897,10.273,12.263,9.945,10.476,1.83,6.101,10.003,10.389,4.417,1.722,2.525,7.82,6.48,8.393,5.827,5.678,9.812,8.735,8.838,8.365,9.823,6.119,8.682,9.701,5.698,4.086,8.341,9.652
SLC5A8,0,8.778,8.525,4.885,0,1.735,10.954,5.944,4.684,6.521,0.96,10.1,10.121,11.437,10.3,10.196,8.619,8.269,10.717,3.772,4.057,8.212,10.421,10.594,6.212,7.4,9.393,4.325,6.619,6.332,9.864,3.743,7.772,10.273,9.362,0,8.29,5.867,1.321,6.965,10.474,10.521,7.188,9.065,1.127,8.641,0,7.802,0,8.577,2.5,8.598,1.349,9.847,11.775,0,5.018,9.768,6.643,8.872,2.82,8.431,7.68,5.739,9.888,7.7,4.482,6.471,7.109,3.924,7.454,0.709,10.116,10.141,6.657,0.579,10.089,5.865,8.133,11.602,5.944,6.678,8.888,7.243,1.893,0.523,9.78,7.045,7.802,7.042,8.593,6.746,6.612,7.028,8.121,7.665,6.543,2.042,9.188,7.556,9.05,5.926,8.028,7.683,8.871,10.491,8.047,7.039,4.19,7.249,6.345,3.875,7.612,1.341,1.2,1.787,1.592,10.014,0,4.622,8.684,8.418,7.351,6.768,8.57,9.132,8.639,6.023,9.33,8.395,5.658,7.654
SLC6A18,0,8.794,3.813,0.338,0,0,6.593,3.904,7.62,3.139,1.274,6.072,2.621,6.686,5.264,5.709,5.863,5.091,6.802,0,7.415,1.256,5.882,7.963,2.428,7.271,6.484,6.295,6.75,3.67,1.031,0,4.681,6.131,5.073,0,4.37,6.005,4.303,3.572,5.864,9.241,1.984,8.234,1.752,5.574,0,0,0.611,0.78,0,0.56,0,2.922,2.572,0,0,2.708,0,3.757,0.743,2.366,2.4,2.624,9.246,3.649,1.361,4.867,0.468,2.111,0,0.398,5.001,2.138,5.626,1.574,4.469,4.223,8.04,9.161,1.314,9.709,10.884,6.153,0.828,10.525,5.973,2.488,8.659,0.512,5.933,1.441,2.527,6.385,2.125,6.269,8.537,3.084,8.478,5.049,1.008,2.157,9.546,3.091,6.821,10.031,8.065,8.689,0,3.618,4.784,4.147,3.128,2.981,0,0.494,2.817,11.778,0,0.989,9.335,7.489,6.313,7.351,5.667,1.249,3.714,7.817,3.29,2.186,1.271,7.172
SLC6A19,0,7.573,6.16,3.357,0,1.556,10.208,9.311,9.668,5.161,6.11,9.699,9.381,9.333,8.672,9.448,7.844,8.269,9.849,2.014,7.537,6.261,10.973,10.862,9.253,9.126,11.173,8.231,6.834,5.923,2.861,2.16,1.638,3.293,10.25,0,9.139,5.703,6.757,5.422,10.336,10.79,3.466,11.369,10.168,9.844,0.71,2.436,3.462,8.648,3.194,4.784,1.349,8.836,8.276,1.948,1.423,0.691,2.736,7.759,6.008,9.546,7.959,2.194,9.819,2.572,2.924,7.333,5.688,8.058,3.584,2.444,11.457,7.202,6.271,0.8,10.975,3.246,8.306,10.475,2.119,10.119,7.657,9.827,5.848,12.699,11.25,7.667,5.412,6.303,9.926,5.107,5.993,9.42,2.595,11.37,5.569,2.042,4.592,8.821,1.008,5.213,7.877,9.552,10.609,12.229,9.126,4.363,5.555,2.775,8.392,8.736,3.892,4.029,0,0.861,3.521,9.674,2.098,5.908,9.847,12.298,8.228,7.939,7.706,4.568,7.35,9.032,14.217,5.842,5.847,8.038
